track_id,track_name,artists,album_name,track_genre,popularity,duration_ms,explicit,danceability,energy,acousticness,valence,tempo,loudness,speechiness,instrumentalness,liveness,key,mode
177aS2QdvkU2reVZoXBw1G,Fé Cega; Faca Amolada,Samuca e a Selva;Luedji Luna,Tudo Que Move É Sagrado,afrobeat,32,261552,False,0.795,0.573,0.403,0.65,135.123,-9.838,0.0554,0.004,0.102,0,1
0YLkH00Doh7W1IEEo9BA71,La Bala,Juanafé,La Makinita,afrobeat,34,213680,False,0.6,0.826,0.0555,0.77,98.046,-5.654,0.0476,0.0,0.0835,2,1
31P1OdwMwFh8b6kGjdLUZV,Chocolate,Criolo,Viva Tim Maia,afrobeat,34,181013,False,0.759,0.79,0.264,0.914,135.953,-4.355,0.0656,3.91e-05,0.0707,11,0
5K0z3idLxEFY0tv82NeMPe,Mariô - Live,Criolo,Criolo E Emicida Ao Vivo (Live),afrobeat,33,267480,False,0.572,0.874,0.525,0.681,94.006,-7.523,0.127,8.57e-06,0.711,5,0
2SPPB8Wi85U3cn6ptXLsR4,Demorô - Live,Criolo;Emicida,Criolo E Emicida Ao Vivo (Live),afrobeat,33,213773,False,0.549,0.901,0.721,0.35,152.298,-6.208,0.296,0.0,0.913,2,1
4YUWeLwUwRMzuxW5H4ASYp,Panela,BaianaSystem;As Ganhadeiras de Itapuã,Duas Cidades,afrobeat,33,173413,False,0.666,0.761,0.000143,0.797,143.035,-5.472,0.0926,0.712,0.112,7,1
06yiYlbdcanbh4GJEFyhEj,Reza Forte,BaianaSystem;BNegão,OXEAXEEXU,afrobeat,35,232293,False,0.838,0.914,0.378,0.855,146.0,-4.026,0.124,0.00398,0.0979,0,0
0uWCzZzI1A2yxreko4iEib,Human Disco Ball,Plastilina Mosh,Tasty  B Sides,afrobeat,35,214960,False,0.797,0.99,0.000375,0.926,125.023,-8.001,0.0458,0.419,0.0333,11,0
6LcDgsJUPj70eb0NONh5q6,Bala na Agulha,BaianaSystem,Duas Cidades,afrobeat,36,247000,False,0.688,0.864,0.269,0.667,180.052,-4.957,0.151,0.000172,0.0357,10,0
6UV8gki3IIkVNP9jlxScM6,La Jardinera,Juanafé,La Makinita,afrobeat,33,222408,False,0.696,0.724,0.65,0.965,99.929,-4.86,0.0345,0.0,0.104,2,1
19Oj8jiVAn3qRr0DhlLU1j,Triunfo - Live,Criolo;Emicida,Criolo E Emicida Ao Vivo (Live),afrobeat,34,273426,False,0.54,0.945,0.315,0.551,92.013,-5.021,0.271,0.0,0.405,1,1
0UZ3juSCFsN6lINBadUZNZ,Grajauex - Live,Criolo;Emicida,Criolo E Emicida Ao Vivo (Live),afrobeat,33,191453,False,0.358,0.905,0.304,0.468,176.67,-5.776,0.453,0.0,0.454,5,0
1Yxukx85EzhKgZpzbNywQv,Não Existe Amor Em SP - Live,Criolo;Emicida,Criolo E Emicida Ao Vivo (Live),afrobeat,35,392480,False,0.285,0.734,0.3,0.243,140.224,-6.956,0.0506,0.0231,0.903,5,0
3xfUu8alkwuMg8UBht9TtW,Bogotá - Live,Criolo;Emicida,Criolo E Emicida Ao Vivo (Live),afrobeat,33,369773,False,0.532,0.908,0.367,0.737,126.229,-6.124,0.238,0.000142,0.992,5,0
3MZm4t1kRJ2e5JyaYQpjrF,Black Organ,Jackie Mittoo,The Keyboard King at Studio One,afrobeat,34,191506,False,0.837,0.598,0.391,0.983,145.219,-9.047,0.181,0.238,0.0598,1,0
14XaLZBDGnMY4313d4G51A,Stop That Train,Ernest Ranglin,Best Afrodance Tunes,afrobeat,3,336933,False,0.766,0.375,0.297,0.62,81.626,-13.456,0.0763,0.862,0.128,5,1
1q8NdCAQ9QUjpYiqzdd3mv,Atrévete-Te-Te,Calle 13,Calle 13 (Explicit Version),afrobeat,75,239306,True,0.829,0.878,0.0959,0.883,87.991,-5.951,0.101,0.0,0.776,9,1
0FLmR0blAIztjE7YsQpoYc,Shimmy Shimmy Ya,El Michels Affair,Enter The 37th Chamber,afrobeat,49,145880,False,0.605,0.666,0.0234,0.0865,100.138,-5.77,0.0413,0.647,0.0841,11,1
37IbDeC2CfODD3OGcAO8Vd,Ruby,Ali Farka Touré;Toumani Diabaté,Ali  Toumani,afrobeat,19,355840,False,0.361,0.31,0.802,0.408,177.659,-12.102,0.0398,0.687,0.128,9,1
4CA1DhfgMg9iRDibIgTu1f,4 da Manhã  Deluxe Edition,Criolo,Espiral de Ilusão - Deluxe Edition,afrobeat,30,213480,False,0.6,0.476,0.7,0.572,142.033,-8.558,0.084,0.00488,0.104,0,0
7CJkTdcKr5NSlgSBAKTTD5,Água (Versão Estendida),BaianaSystem;Orquestra Afrosinfônica;Antonio Carlos  Jocafi,Água (Versão Estendida),afrobeat,34,306750,False,0.74,0.8,0.211,0.763,96.998,-6.65,0.0422,0.0969,0.11,7,0
5mvGbNjKaqB63vFdN2MZ7m,Organdí,Jorge Drexler,Bailar en la cueva,afrobeat,31,400362,False,0.531,0.249,0.759,0.106,104.039,-10.041,0.0866,0.0812,0.0909,2,1
2oOMI7Jf9Lo2801cgqepQf,Sólo los dos (feat. Ferraz),Los Amigos Invisibles;Ferraz,Cool Love,afrobeat,34,210870,False,0.806,0.573,0.317,0.696,104.994,-9.905,0.0557,0.125,0.149,6,0
25WjhzidELBiE8WBROJIRs,Tô pra Onda,Afrocidade,Afrocidade na Pista,afrobeat,29,235567,False,0.71,0.846,0.0798,0.505,118.025,-3.981,0.0479,0.00352,0.395,4,0
2rrptPZG55VZPKE2LzLFsO,Eres Mis Ganas,Los Amigos Invisibles,El Paradise,afrobeat,35,315600,False,0.562,0.876,0.00127,0.547,124.003,-4.999,0.0356,0.00513,0.265,5,0
4iCQH7UCZiB1Tj35BPKFoN,Bienvenidos A Mi Mundo,Calle 13,Los De Atrás Vienen Conmigo,afrobeat,33,237026,True,0.658,0.715,0.0174,0.543,189.895,-7.416,0.269,0.0,0.307,10,0
63TbBqehgYbVYaj7vt7OAf,Tá Amarrado,OQuadro;Dimak,OQuadro,afrobeat,30,232826,False,0.881,0.834,0.216,0.941,94.967,-5.625,0.175,3.97e-05,0.127,0,1
2KDD9eK8UrlbxKjx5XodvL,Agente Russo,Nomade Orquestra;Russo Passapusso,Vox Populi; Vol. 1,afrobeat,30,311453,False,0.724,0.902,0.102,0.385,122.023,-6.758,0.0322,0.000205,0.386,7,1
0DaMxhrFFLWFSs41y64XdP,Alfazema,BaianaSystem;Nação Zumbi,Alfazema,afrobeat,32,199095,False,0.677,0.929,0.309,0.709,129.996,-6.017,0.0418,0.00129,0.318,5,0
5LgIR0Fzfc9vJy2Yx4WI0P,Crece,Jorge Drexler,Sea,afrobeat,31,190600,False,0.649,0.51,0.466,0.476,174.931,-11.928,0.228,0.00202,0.0983,5,1
3c3SlCmGqAULLHI3eGuHTK,Alegria por un Zumo de Naranja Con Panela,Romperayo,Romperayo,afrobeat,30,213992,False,0.6,0.65,0.000416,0.868,131.078,-16.989,0.0412,0.795,0.178,5,1
09CcTt968KvhCgNMfoWgsl,Cóccix-ência,Criolo,Duas de Cinco,afrobeat,31,289947,False,0.564,0.903,0.0221,0.568,164.047,-6.173,0.0786,0.00198,0.3,1,1
6sJRYw9CnzDyZ3mBOAVtNN,Dulce,Los Amigos Invisibles,Commercial,afrobeat,33,303213,False,0.758,0.819,0.0646,0.827,117.971,-5.945,0.0528,0.000168,0.138,11,0
52DcY4RSDQzvEEdLp1q02h,Ride On Baby - 1977 Version,William Onyeabor,Crashes In Love (1977 Version),afrobeat,31,390280,False,0.519,0.804,0.696,0.841,104.883,-4.716,0.084,0.268,0.0947,7,0
4Gk58WahIU0EfGR6P0T8Tm,La nieve en la bola de nieve,Jorge Drexler,Amar la trama,afrobeat,30,295866,False,0.457,0.231,0.759,0.444,133.083,-17.316,0.0597,0.523,0.11,2,1
3T7LettdukEd5Kf1s6MII4,Raminho,BaianaSystem,OXEAXEEXU,afrobeat,31,78880,False,0.588,0.711,0.924,0.951,145.818,-8.105,0.038,0.00698,0.31,0,1
32XyUNQGL33AqoRBNlW4OS,Oxe; Como Era Doce,BaianaSystem,BaianaSystem,afrobeat,31,247226,False,0.69,0.695,0.0186,0.564,106.032,-10.241,0.036,0.00351,0.456,2,1
1wLaZctzZCnr9NJNZOjcVY,Uno,Jorge Drexler,Sea,afrobeat,30,169066,False,0.715,0.686,0.227,0.86,130.945,-9.727,0.036,0.657,0.11,1,1
382pQ7OIddHeCHHdaFxyYn,Ode To Mauricio Garces,Plastilina Mosh,Aquamosh,afrobeat,33,254080,False,0.463,0.718,0.205,0.855,174.112,-11.202,0.0275,0.0874,0.0541,4,1
1wYgb2WSoI95dYx2STlgDk,Aquiles por su talón es Aquiles,Jorge Drexler,Amar la trama,afrobeat,31,214253,False,0.523,0.282,0.776,0.317,132.44,-11.418,0.0791,0.00288,0.0819,9,1
3irY15zmv8TmHe8leleLbN,Madurar,Samuca e a Selva,Madurar,afrobeat,30,241322,False,0.716,0.713,0.41,0.896,119.957,-6.294,0.0289,0.00067,0.153,0,0
6awMoxUFFPfHusyCQAhxDA,Te Lo Juro Por Madonna (Si Omba Ta Gueno),Plastilina Mosh,Hola Chicuelos,afrobeat,32,179840,False,0.539,0.968,0.00049,0.673,98.113,-5.323,0.0476,0.0616,0.169,9,0
6oNlBZwqefXprM721Bmksi,A Vida É Curta Pra Viver Depois,BaianaSystem;Carolaine,OXEAXEEXU,afrobeat,31,217866,False,0.682,0.703,0.356,0.575,91.973,-6.92,0.0531,0.00012,0.116,8,1
3TcfOu4zC7qIXJEz30egWs,Bungaloo Punta Cometa,Plastilina Mosh,Aquamosh,afrobeat,35,239920,False,0.744,0.771,0.608,0.661,149.822,-9.034,0.0892,0.052,0.103,6,0
438mvglmmUAmK8OARQqFvd,Dança de Airumã,BaianaSystem,OXEAXEEXU,afrobeat,31,227573,False,0.683,0.862,0.157,0.609,108.001,-4.55,0.0619,0.00298,0.297,7,0
2dyDSWM5tzbssqqN4LyGCV,Barravenida; Pt. 2,BaianaSystem,Duas Cidades,afrobeat,31,392638,False,0.532,0.844,0.18,0.0822,137.954,-6.393,0.104,0.000174,0.0869,0,1
0eaOuJKKnxlUoQqgMnEait,Desengano da Vista,Bixiga 70,Bixiga 70 (2011),afrobeat,31,406573,False,0.535,0.644,0.543,0.744,149.872,-8.617,0.0442,0.918,0.0939,0,0
3apWATxafGDKl8YxTwbiTx,Flores Raras,Samuca e a Selva,Madurar,afrobeat,31,267997,False,0.713,0.605,0.733,0.885,100.014,-8.45,0.0348,3.13e-06,0.552,1,1
79V8ZpQFYAICfLFHEhJq7T,Mercado,BaianaSystem,Duas Cidades,afrobeat,30,75026,False,0.596,0.394,0.94,0.694,97.048,-12.497,0.0334,0.431,0.321,10,1
3TyQrs62Ma2oMsDZkayXFM,Obá Iná,Metá Metá,Metá Metá,afrobeat,33,303882,False,0.605,0.708,0.425,0.708,113.755,-5.546,0.0923,0.0,0.229,9,0
7zUyeooUE7M4sl06eas3uE,Río abajo,Jorge Drexler,Frontera,afrobeat,30,186773,False,0.718,0.46,0.646,0.509,95.564,-11.107,0.0272,0.0012,0.123,9,1
49NyAaqgD1KExP3L9IgqT8,Niño Bomba,Plastilina Mosh,Aquamosh,afrobeat,35,223666,False,0.73,0.775,0.000472,0.491,107.153,-8.161,0.0372,0.00188,0.0833,1,1
7skh6P9IoZ4wQBqTHd0xku,Calamatraca,BaianaSystem,Duas Cidades,afrobeat,33,181706,False,0.657,0.72,0.00356,0.413,142.006,-6.375,0.0858,0.000948,0.0809,9,0
74FgXyMVJm4muoRSZQRCVw,O Guarani,Orquestra Brasileira de Música Jamaicana,Volume I,afrobeat,32,221506,False,0.683,0.783,0.0941,0.634,141.94,-7.155,0.0438,0.84,0.104,6,0
7COvgWy22fTEwQWcc5bBZd,Ikeja Roads,Tony Allen,Comet Series; Vol. 1 (Crazy Afrobeat),afrobeat,30,160948,False,0.777,0.598,0.023,0.684,100.007,-13.803,0.0412,0.89,0.106,2,0
6qXJn6TJ6bTajeRdGApJ47,La infidelidad de la era informática,Jorge Drexler,12 segundos de oscuridad,afrobeat,30,183159,False,0.801,0.423,0.486,0.468,139.987,-4.918,0.0703,0.0106,0.0934,9,0
2jR9xbXmW7L5W2qMLQprBy,Chapéu Panamá,BaianaSystem,OXEAXEEXU,afrobeat,31,183706,False,0.824,0.932,0.414,0.471,105.01,-4.664,0.256,0.0136,0.0594,7,1
1b0rnT35mqbls6Mh1EwVwE,Lion Man - Live,Criolo;Emicida,Criolo E Emicida Ao Vivo (Live),afrobeat,30,247680,False,0.438,0.702,0.587,0.249,84.176,-6.294,0.0405,0.0,0.504,2,0
6RgUXAzzRljhYRI78809Vx,Sex Appeal,Los Amigos Invisibles,Repeat After Me,afrobeat,32,169786,False,0.758,0.728,0.00343,0.846,120.961,-5.127,0.044,0.000182,0.294,0,1
3kn7d9avE3lqlhmOK05O2X,Corazón Tatú,Los Amigos Invisibles,Repeat After Me,afrobeat,33,260693,False,0.687,0.876,0.00421,0.884,126.015,-6.438,0.0344,0.0328,0.139,7,1
3lZqJ8lyCWUobZLJ0vIr0w,Thank You Lord,CalledOut Music,Thank You Lord,afrobeat,45,133053,False,0.714,0.44,0.319,0.532,91.997,-10.676,0.0953,0.000148,0.0685,2,1
5ksSzUpY892Gga1BlDN9ey,Ai Du (with Ry Cooder),Ali Farka Touré,Talking Timbuktu (with Ry Cooder),afrobeat,16,429973,False,0.57,0.225,0.306,0.408,151.78,-17.168,0.029,0.0586,0.0689,5,0
3V9QiKuxrKSX5TspNd0MlV,Bang Data,Bang Data,Maldito Carnaval,afrobeat,42,180973,False,0.605,0.835,0.0764,0.903,171.958,-6.477,0.14,0.0,0.122,6,0
3ZYakLJ3Qva6MlVXmxnjmv,La Educación,QUITAPENAS,Tigrada,afrobeat,27,243560,False,0.497,0.916,0.0774,0.934,136.705,-3.984,0.103,1.97e-05,0.0635,9,1
3HQwAn3gDAfxTjXd93OhEv,gorila,Morbo y Mambo,Morbo y Mambo,afrobeat,27,162146,False,0.742,0.617,0.397,0.847,101.999,-10.134,0.044,0.888,0.14,5,0
3H4VxEjsbVroJdqIYkWE3z,Shampoo,Plastilina Mosh,Juan Manuel,afrobeat,28,139133,False,0.716,0.509,0.683,0.374,170.117,-6.926,0.0753,0.891,0.0884,2,1
60RAYSlPmLbMwNF0UQRq54,Canción Ecológica,Los Amigos Invisibles,Cool Love,afrobeat,30,261885,False,0.76,0.649,0.0417,0.715,105.009,-9.064,0.0579,0.0,0.0825,6,0
6i1eq94lroJKzDqz3ocjbC,Disco Ball,Los Amigos Invisibles,Cool Love,afrobeat,31,247646,False,0.754,0.818,0.000998,0.78,105.0,-7.047,0.0342,6.26e-05,0.93,6,0
5CQaB5tweelW95KQUn1j2S,Theres Music In The Air,Letta Mbulu,Theres Music In The Air,afrobeat,27,417600,False,0.607,0.34,0.826,0.667,143.074,-15.83,0.0486,0.344,0.0752,9,1
3aYnx0DinQBKrjS5OjSDEq,Go Back,Tony Allen;Damon Albarn,Été jazz,afrobeat,29,337493,False,0.501,0.911,0.0342,0.724,82.34,-6.49,0.154,0.165,0.512,7,0
0H3GpvGeVrCXu0opyBwXs3,Contigo,Los Amigos Invisibles,El Paradise,afrobeat,30,252600,False,0.642,0.933,0.00928,0.743,131.982,-5.562,0.0431,2.31e-05,0.337,5,1
7dzIHCPzvdmVpIjgE0Hidr,Cumbia Elemental,Subhira,Transubhiriano Americano,afrobeat,27,250200,False,0.555,0.623,0.258,0.464,90.922,-7.464,0.0916,8.17e-05,0.259,2,1
1CppY4y3oYEv6NIC4w9irf,Acosadora - Radio Edit,La Misa Negra,La Misa Negra,afrobeat,28,232826,False,0.634,0.892,0.0183,0.648,99.998,-4.395,0.0519,0.000177,0.233,9,0
76Id5YpwGnoxtFNceLXFMY,JAJAJA,Plastilina Mosh,JAJAJA,afrobeat,32,191472,False,0.714,0.889,0.0483,0.935,122.757,-4.857,0.0367,4.02e-05,0.413,0,1
0HaeGQdShN9VUjakBQfrp6,Enzo,Plastilina Mosh,Hola Chicuelos,afrobeat,31,235200,False,0.735,0.864,0.00434,0.851,90.037,-4.801,0.0742,0.598,0.765,1,1
1sleIdUSkIg36nTMf10XPe,Fuiste un Trozo de Hielo en la Escarcha,Juanafé;Demian Rodríguez,Fuiste un Trozo de Hielo en la Escarcha,afrobeat,28,247750,False,0.714,0.532,0.573,0.795,129.972,-9.327,0.0296,0.0,0.0909,7,1
0FMXE6Tkdurx7pPcSfIezB,Sea - Cara B,Jorge Drexler,Cara B,afrobeat,29,252573,False,0.466,0.342,0.746,0.628,120.066,-15.497,0.195,1.74e-05,0.582,7,1
4lCTl376EHJc2DMFkCtOPY,Chaltumay,Newen Afrobeat,Curiche,afrobeat,28,356800,False,0.789,0.869,0.168,0.909,124.947,-6.758,0.0482,0.391,0.0944,8,1
63nOQpjvgznL7lF5tEwsCs,Caminante,Newen Afrobeat,Newen Afrobeat,afrobeat,27,397573,False,0.604,0.904,0.0787,0.557,92.962,-5.338,0.0483,0.708,0.144,6,0
3AWPLOOFNh8vxh8yS5z8dj,Como Ayer,Juanafé,Parrilladas Vargas (Vol. II),afrobeat,29,217217,False,0.732,0.613,0.765,0.924,102.481,-8.872,0.0352,1.16e-06,0.137,1,0
7DGciw6JNzvNtdmvvANsHV,Barravenida,BaianaSystem,BaianaSystem,afrobeat,27,297360,False,0.646,0.651,0.0025,0.672,133.985,-10.789,0.0328,0.739,0.17,7,0
058beKosGKglMtEQ3sZwq6,Corneteiro Luís,BaianaSystem,ATO 3 América do Sol,afrobeat,29,219746,False,0.762,0.858,0.321,0.836,126.005,-4.589,0.0313,0.0629,0.276,9,0
15F5w6GELfrYu4M4Wq02Nt,De amor y de casualidad,Jorge Drexler,Llueve,afrobeat,28,191466,False,0.741,0.564,0.225,0.359,117.859,-9.052,0.051,6.71e-05,0.0964,9,1
7Fy5yxwDFi71dQId1TEMjV,Mango Meat,Mandrill,Just Outside Of Town,afrobeat,28,286613,False,0.596,0.686,0.28,0.729,103.949,-7.915,0.103,0.00969,0.0726,2,1
49ieDVc3fyaSV6QUiusAWG,Língua Felina  Deluxe Edition,Criolo,Espiral de Ilusão - Deluxe Edition,afrobeat,26,180480,False,0.77,0.797,0.555,0.964,96.879,-4.778,0.0345,0.000122,0.0928,0,1
5zY1AEroeKrcz3t97TJZSN,Como te Gusta (feat. C-Funk  McKlopedia),Los Amigos Invisibles;C-Funk;Mcklopedia,Cool Love,afrobeat,30,167717,False,0.84,0.632,0.0674,0.764,93.985,-7.338,0.0599,0.0,0.164,5,0
0l2BHYyFjlGdnR0uunsImK,Si Tú Te Vas,Los Amigos Invisibles,Super Pop Venezuela,afrobeat,30,278093,False,0.783,0.491,0.044,0.339,134.955,-9.672,0.0351,0.000361,0.147,5,1
68jCHd8ltpjWwj0cDX2G1y,Nada menos,Jorge Drexler,Sea,afrobeat,30,220413,False,0.695,0.514,0.283,0.439,132.065,-9.933,0.0326,0.00019,0.116,9,1
793VAZ2ErvDgTgJmvlwRVW,La Mara Tomaza,El Hijo De La Cumbia,Freestyle de Ritmos,afrobeat,26,230635,False,0.598,0.929,0.0072,0.655,92.603,-4.382,0.0629,0.406,0.369,7,0
1sTIyJ58UqaMxjGllmkzx2,Tubarão,BaianaSystem,OXEAXEEXU,afrobeat,28,142333,False,0.738,0.925,0.0125,0.704,131.065,-4.205,0.0429,0.836,0.153,0,1
7nTDFaGqZtkA0KDEays8vu,Oxe,BaianaSystem;Bule Bule;Rapadura,OXEAXEEXU,afrobeat,30,198213,False,0.765,0.912,0.316,0.568,107.999,-3.823,0.153,1.25e-06,0.0785,7,0
57ypE3GdN7ZLaZou7JAu9t,Tamborero,Jorge Drexler,Sea,afrobeat,29,264293,False,0.833,0.579,0.451,0.819,94.008,-9.205,0.101,0.294,0.152,11,0
6CdWVVb0fEm68YrJFHSOI2,Espérame (Extended Mix),Los Amigos Invisibles,El Paradise (Extended),afrobeat,31,337882,False,0.75,0.775,0.00914,0.962,119.982,-7.086,0.0382,0.0061,0.075,9,1
7kM4yhMogdpiOZu0wL1UFy,Amerikha Expressa,BaianaSystem,BaianaSystem,afrobeat,28,179306,False,0.39,0.661,0.61,0.205,123.257,-9.916,0.0321,0.726,0.298,7,0
0AJrAnMeFDG04VHuuvrC9Y,Jah Jah Revolta,BaianaSystem,BaianaSystem,afrobeat,30,321666,False,0.551,0.806,0.026,0.671,143.876,-8.328,0.0558,0.00122,0.0762,11,0
6k0eY0m3EDzcV2tFSHGcnw,King Cobra,The Budos Band,The Budos Band II,afrobeat,28,220306,False,0.667,0.548,0.0181,0.823,104.668,-4.813,0.0298,0.739,0.206,8,1
5jPPbInoWNDVOBCyKCvvec,Nesse Mundo,BaianaSystem;Roberto Mendes,BaianaSystem,afrobeat,30,222613,False,0.747,0.521,0.638,0.498,120.035,-9.483,0.0325,0.0304,0.118,2,0
4p6AGgNYuN2y5v7dTqDMu7,Pachamama,BaianaSystem;Claudia Manzo,OXEAXEEXU,afrobeat,29,158066,False,0.75,0.855,0.0789,0.879,150.03,-4.441,0.0436,0.00157,0.0851,4,0
6N4LDYOe8pjg7qF7Y89xnO,Cais,Samuca e a Selva;Criolo,Tudo Que Move É Sagrado,afrobeat,27,194777,False,0.714,0.431,0.781,0.501,125.94,-9.564,0.0327,0.00816,0.116,10,0
0ZIsepDdpiFV9dGhIXyFau,Fancy (feat. Spellbinder),The New Mastersounds;Spellbinder,Made for Pleasure,afrobeat,30,358053,False,0.537,0.744,0.0896,0.826,153.109,-7.267,0.0655,0.337,0.202,7,1
6QkjoJ4fgWczKVLkN3zsGR,Tema Di Malaika,Bixiga 70,Bixiga 70 (2011),afrobeat,27,247693,False,0.689,0.886,0.563,0.884,107.983,-8.548,0.0462,0.897,0.0744,8,0
2TPCINjlzZ9Hbp0tCRQC2b,O Carnaval Quem E Que Faz,BaianaSystem,BaianaSystem,afrobeat,29,263146,False,0.603,0.849,0.1,0.674,143.027,-8.917,0.0392,0.138,0.106,11,0
3A33sno00r6ooYuPjV8txe,Rádio África,BaianaSystem,OXEAXEEXU,afrobeat,28,198720,False,0.736,0.948,0.0586,0.848,130.013,-5.486,0.0443,0.694,0.854,7,1
5gqFvca45ESaMKJo40t19k,Princesa bacana,Jorge Drexler,Frontera,afrobeat,28,190000,False,0.718,0.428,0.676,0.551,139.956,-13.17,0.0307,0.00865,0.159,5,1
1vScxuyEa7X1HSP1HXLqZb,Wall Street,Jackie Mittoo,The Keyboard King at Studio One,afrobeat,29,434600,False,0.827,0.359,0.332,0.684,135.421,-12.863,0.0909,0.703,0.0911,7,1
6HuZyRmNgLkVALF4LS99TB,Human Disco Ball,Plastilina Mosh,Juan Manuel,afrobeat,28,214266,False,0.806,0.99,0.000385,0.921,125.026,-7.994,0.0455,0.509,0.0305,11,0
1JF1nELbG0d3bxg7EPLGNQ,Cachete a Cachete,Los Amigos Invisibles,The New Sound of the Venezuelan Gozadera,afrobeat,30,287533,False,0.781,0.755,0.564,0.597,118.168,-7.015,0.0395,0.00267,0.126,7,1
0CgaxyFnvXznq6GCM6XJeW,Coroné Antonio Bento,Criolo,Viva Tim Maia,afrobeat,28,202040,False,0.51,0.933,0.0185,0.789,176.083,-4.89,0.18,0.0,0.278,9,1
51qhR6wqpb6Gm2PSOwBPCF,Corneteiro Luís,BaianaSystem,OXEAXEEXU,afrobeat,30,219826,False,0.764,0.857,0.289,0.792,126.009,-4.618,0.0323,0.0528,0.245,9,0
5Tjwl3oPSCD2o0nkAbiGW0,Aquellos tiempos,Jorge Drexler,Frontera,afrobeat,29,200026,False,0.552,0.499,0.65,0.665,131.952,-12.078,0.131,0.0685,0.117,2,1
4bJ7tMJqfYmkKgCYzaaG4B,C.R.E.A.M.,El Michels Affair,Enter The 37th Chamber,afrobeat,55,174826,False,0.571,0.508,0.532,0.102,96.825,-8.118,0.0254,0.951,0.161,11,0
4icYKOgfJLxp44GNWEZqyJ,Grateful,Limoblaze;Moses Bliss,Grateful,afrobeat,45,224634,False,0.729,0.866,0.267,0.711,131.913,-5.656,0.193,0.0,0.146,9,1
5QbdIj9omsOxwpkZXGWDTU,Shout to the Lord,CalledOut Music,Shout to the Lord,afrobeat,38,158000,False,0.599,0.499,0.105,0.765,159.915,-14.386,0.196,0.0,0.0986,11,1
38hOrmc7D0YqWZ2QYdxgK2,Desire,Limoblaze;Emandiong,Desire,afrobeat,49,204521,False,0.699,0.858,0.0332,0.432,115.113,-6.603,0.089,0.000204,0.0978,11,0
414J8tKHbtF16XOiHGBEso,Tezeta (Nostalgia),Mulatu Astatke,Ethiopiques; Vol. 4 Ethio Jazz 1969-1974,afrobeat,52,376640,False,0.547,0.356,0.954,0.504,81.032,-10.199,0.0366,0.917,0.0891,5,0
1gP3o6z0DgtdcOzffesabd,The Vibe,TJ Cream,The Vibe,afrobeat,26,163500,False,0.827,0.604,0.643,0.766,140.923,-8.976,0.244,1.86e-05,0.163,8,0
5wzXA6J543VYmrDVrFN6Bg,O Caçador e a Flecha,Caê,O Caçador e a Flecha,afrobeat,25,211850,False,0.795,0.598,0.312,0.883,108.992,-7.021,0.0329,0.00807,0.0552,0,1
0iEmk7H1cg3eiwVckWHsSe,LadoB,Afrocidade,Vivão,afrobeat,25,180000,False,0.655,0.774,0.0283,0.462,192.004,-5.295,0.171,0.00235,0.0651,9,0
1d27EOdOzpEGWWT59hf1xm,YOU,Jordan Armstrong,YOU,afrobeat,27,188133,False,0.701,0.718,0.00647,0.608,93.028,-5.677,0.0301,0.0,0.173,2,1
5gzOvdhMvQnNl5a8NlZLs7,BembaDub,BaianaSystem,BaianaSystem,afrobeat,26,168560,False,0.353,0.721,0.0643,0.652,170.026,-6.3,0.129,0.344,0.112,6,0
4VuK5i4dgHvc80zBMCcty0,Dilúvio de Solidão,Criolo,Espiral de Ilusão - Deluxe Edition,afrobeat,24,158040,False,0.73,0.646,0.669,0.938,98.012,-6.751,0.0345,0.00171,0.0866,9,1
2KCyx1wmIdWUwJPM7LItHS,Belongs to You - EDM Remix,Sarah Téibo;Sigag Lauren;Paola Carla,Belongs to You (EDM Remix),afrobeat,26,187500,False,0.746,0.828,0.113,0.31,104.974,-6.568,0.0409,0.0028,0.0635,0,1
5uz0SWG61f8sK3YG37AuuU,Mi Gente,Timoneki;Silvana Estrada,Vida,afrobeat,25,237613,False,0.498,0.695,0.055,0.59,175.815,-6.89,0.0335,9.9e-06,0.126,4,0
2v7OzJaNF7ZCXrbnsYonGw,No pienses de más,Jorge Drexler,Llueve,afrobeat,27,190000,False,0.706,0.608,0.227,0.215,120.407,-8.304,0.031,4.36e-05,0.112,0,1
4DLl7PmnqhrYN6hDRO9Whu,Codo Con Codo,Jorge Drexler,Codo Con Codo,afrobeat,27,105438,False,0.667,0.218,0.941,0.224,113.842,-10.563,0.0351,1.45e-06,0.191,4,0
0ef9BxWhaAOvzqsDuDLp2a,12 Rounds (feat. Happi),Becca Folkes;Happi,12 Rounds (feat. Happi),afrobeat,25,166373,False,0.725,0.611,0.086,0.415,101.012,-7.218,0.128,0.0,0.504,4,0
6DU07zLVPOlPqqybYpQZDn,Dueña de Mi,La Misa Negra,La Misa Negra,afrobeat,25,183213,False,0.587,0.686,0.00428,0.71,183.938,-5.113,0.122,0.00705,0.0428,9,0
01ioXCMkGpxuKrdEO3TSob,GRACE,Jordan Armstrong,GRACE,afrobeat,27,255761,False,0.681,0.579,0.212,0.588,120.037,-6.141,0.0434,0.0,0.333,2,0
0lG2LQ2t8sUXzVef5SYjEj,Cumbia Cumbia,Thiago França,A Espetacular Charanga do França,afrobeat,25,207307,False,0.893,0.728,0.327,0.924,94.067,-7.742,0.0893,0.000288,0.041,5,0
